Frequency,Impedance
150000,23
1650000,243.6666667
3150000,488.3333333
4950000,885
6690000,1559.666667
7830000,2471.333333
8610000,3774.666667
9150000,5527.666667
9390000,6609
9690000,7711
9990000,8136
10410000,8556.666667
10890000,7933.333333
11720000,4833.333333
12750000,2691
14130000,1977
16050000,1341.333333
18750000,906
21990000,626.3333333
26610000,387.6666667
30000000,262.6666667
