Frequency,Impedance
150000,22
1650000,231
3150000,461
4950000,826
6690000,1418
7830000,2153
8610000,3073
9150000,4090
9390000,4719
9690000,5755
9990000,7170
10410000,6890
10890000,4836
11720000,3127
12750000,2187
14130000,1560
16050000,1119
18750000,786
21990000,555
26610000,347
30000000,232
